factid,yearid,locationid,topicid,questionid,stratificationid,datavalue,lowconfidence,highconfidence,samplesize
67080,5,24,OWS,Q036,OVERALL,28.9,27.2,30.7,11357
67081,3,42,PA,Q044,AGEYR4554,18.6,16.4,21.1,1747
67082,1,28,PA,Q047,RACEBLK,40.4,37.8,43.1,2713
67083,1,19,PA,Q043,RACEWHT,48.0,46.5,49.6,6370
67084,1,37,PA,Q046,INC1525,25.8,22.4,29.5,1859
67085,5,17,PA,Q044,INC5075,21.4,17.8,25.5,684
67086,5,41,OWS,Q037,AGEYR65PLUS,37.5,34.9,40.2,1850
67087,4,1,OWS,Q037,OVERALL,33.4,32.0,34.9,8190
67088,5,34,PA,Q046,INCLESS15,22.4,17.0,28.9,576
67089,3,23,PA,Q047,OVERALL,23.3,22.0,24.5,7724
67090,5,29,PA,Q046,EDUHSGRAD,22.6,20.0,25.5,2186
67091,3,41,OWS,Q037,OVERALL,33.4,31.8,35.0,5668
67092,1,1,PA,Q043,OVERALL,42.4,40.7,44.0,7191
67093,3,24,PA,Q047,AGEYR1824,17.6,13.7,22.3,425
67094,1,33,OWS,Q036,INCNR,23.2,19.1,27.8,789
67095,5,38,PA,Q044,AGEYR5564,15.2,12.7,18.0,1055
67096,5,22,PA,Q047,AGEYR5564,40.3,36.5,44.2,984
67097,5,36,PA,Q043,INC3550,45.6,41.4,49.7,1063
67098,1,32,OWS,Q036,INC1525,24.2,19.4,29.8,786
67099,3,10,PA,Q044,RACEOTH,24.8,13.3,41.5,64
67100,1,32,PA,Q047,INC1525,33.3,27.7,39.5,778
67101,3,5,OWS,Q037,EDUHSGRAD,32.2,29.4,35.2,1844
67102,3,37,OWS,Q036,INCLESS15,36.5,32.4,40.8,1023
67103,3,32,OWS,Q036,RACE2PLUS,26.8,16.0,41.4,207
67104,5,16,PA,Q045,FEMALE,34.3,31.9,36.8,2928
67105,3,56,PA,Q043,INC2535,48.0,41.5,54.6,536
67106,5,17,PA,Q043,FEMALE,49.6,47.2,52.1,2731
67107,3,12,PA,Q044,INCNR,20.4,17.3,23.8,3750
67108,1,35,PA,Q043,RACEWHT,55.5,53.6,57.5,4687
67109,2,55,OWS,Q037,INCLESS15,29.5,23.6,36.2,463
67110,1,21,PA,Q047,INC5075,27.2,23.5,31.2,1158
67111,1,56,PA,Q044,RACEWHT,21.3,19.8,23.0,5699
67112,3,23,OWS,Q036,RACE2PLUS,25.7,16.1,38.3,91
67113,2,29,OWS,Q036,INC5075,29.1,25.1,33.6,795
67114,5,47,OWS,Q037,AGEYR65PLUS,39.9,37.0,42.9,2099
67115,1,34,OWS,Q036,INC3550,26.1,23.1,29.4,1476
67116,1,24,PA,Q045,EDUHSGRAD,25.9,23.2,28.8,2439
67117,1,42,PA,Q043,AGEYR1824,52.4,46.8,58.0,560
67118,5,18,OWS,Q036,INC1525,34.0,29.5,38.9,858
67119,5,56,PA,Q043,EDUCOTEC,52.8,49.0,56.5,1558
67120,4,32,OWS,Q037,AGEYR5564,41.9,36.1,48.0,726
67121,5,2,PA,Q045,AGEYR3544,33.8,27.8,40.4,447
67122,1,36,OWS,Q036,AGEYR3544,25.9,22.7,29.4,1027
67123,2,50,OWS,Q036,EDUHSGRAD,28.9,26.3,31.7,1755
67124,2,56,OWS,Q036,INC2535,22.2,17.0,28.3,623
67125,1,55,PA,Q043,AGEYR5564,55.9,51.4,60.3,1116
67126,5,25,PA,Q044,AGEYR65PLUS,18.9,16.8,21.3,2201
67127,1,34,PA,Q046,MALE,37.9,35.9,39.8,5497
67128,3,53,PA,Q043,AGEYR65PLUS,62.4,60.2,64.5,3539
67129,5,8,PA,Q045,INCNR,34.9,31.4,38.6,1617
67130,5,34,PA,Q046,AGEYR5564,26.7,23.9,29.8,2382
67131,5,25,OWS,Q037,EDUCOGRAD,36.8,34.9,38.8,3807
67132,1,31,PA,Q046,AGEYR4554,25.8,23.9,27.8,4235
67133,1,13,OWS,Q036,RACEBLK,36.8,33.7,40.0,2101
67134,5,33,PA,Q046,EDUHS,19.1,12.5,28.0,305
67135,4,55,PA,Q047,AGEYR65PLUS,30.3,27.5,33.2,2263
67136,12,66,OWS,Q037,MALE,39.4,33.5,45.5,1092
67137,1,5,PA,Q044,AGEYR4554,12.7,10.0,16.1,720
67138,1,6,PA,Q045,AGEYR2534,28.1,25.7,30.7,1833
67139,5,27,PA,Q043,AGEYR65PLUS,56.2,54.5,58.0,4586
67140,2,15,OWS,Q036,RACEWHT,19.7,17.2,22.5,2310
67141,5,37,PA,Q043,AGEYR4554,46.6,43.2,50.1,1079
67142,5,42,PA,Q046,INCLESS15,20.9,16.0,26.8,375
67143,1,47,PA,Q043,INC5075,39.0,31.5,47.0,495
67144,5,53,PA,Q044,OVERALL,22.7,21.8,23.7,14252
67145,4,31,OWS,Q036,INC3550,31.3,28.8,33.9,3253
67146,5,46,PA,Q043,INC5075,51.7,46.6,56.8,1071
67147,3,12,OWS,Q036,AGEYR1824,12.3,9.8,15.2,1284
67148,3,1,PA,Q043,INC5075,48.3,43.3,53.3,712
67149,5,21,PA,Q047,INC1525,42.8,36.6,49.2,677
67150,1,50,PA,Q045,OVERALL,39.9,38.3,41.5,6674
67151,12,66,OWS,Q037,FEMALE,29.3,24.0,35.3,1011
67152,3,46,PA,Q045,EDUCOTEC,35.5,31.9,39.2,1937
67153,3,28,PA,Q045,RACEHIS,24.3,13.7,39.4,72
67154,3,35,OWS,Q036,EDUHSGRAD,26.7,24.4,29.1,2515
67155,5,22,PA,Q046,AGEYR2534,37.4,32.1,42.9,422
67156,3,28,PA,Q043,INC3550,40.8,35.7,46.2,755
67157,3,55,PA,Q043,RACENAA,57.4,38.4,74.5,176
67158,4,41,PA,Q047,AGEYR3544,14.5,11.1,18.7,525
67159,3,32,OWS,Q037,EDUCOGRAD,37.2,33.3,41.3,1566
67160,3,48,PA,Q044,MALE,21.4,19.5,23.4,3822
67161,5,55,PA,Q047,INCLESS15,28.8,23.0,35.4,438
67162,3,32,PA,Q045,AGEYR65PLUS,36.2,32.1,40.5,1459
67163,2,27,PA,Q047,RACEASN,14.8,9.2,23.1,165
67164,4,49,OWS,Q037,FEMALE,27.0,25.7,28.3,7263
67165,5,5,PA,Q043,INC5075,48.4,41.5,55.5,526
67166,5,4,OWS,Q036,EDUCOTEC,30.3,27.6,33.0,2181
67167,4,16,PA,Q047,EDUCOTEC,15.3,13.2,17.5,1729
67168,5,37,PA,Q044,RACEHIS,13.7,10.4,17.8,439
67169,5,38,OWS,Q037,FEMALE,30.4,27.9,32.9,2446
67170,5,20,PA,Q045,EDUHS,24.4,21.5,27.6,1210
67171,5,53,PA,Q045,RACEASN,31.0,25.9,36.6,427
67172,3,39,PA,Q045,RACE2PLUS,33.4,22.6,46.2,127
67173,5,50,OWS,Q037,RACE2PLUS,34.2,21.9,49.1,87
67174,1,40,OWS,Q037,EDUCOTEC,34.8,32.1,37.5,2282
67175,5,29,PA,Q047,EDUCOTEC,24.3,21.8,27.0,1874
67176,3,25,PA,Q044,INC1525,17.5,14.8,20.5,1867
67177,4,16,OWS,Q037,OVERALL,36.8,34.9,38.7,5125
67178,2,51,PA,Q047,AGEYR1824,11.1,7.9,15.4,342
67179,1,55,OWS,Q037,EDUCOTEC,36.1,32.5,39.8,1389
67180,1,38,PA,Q047,AGEYR3544,26.8,22.9,31.1,605
67181,2,36,OWS,Q036,RACEHIS,25.1,21.0,29.8,607
67182,3,24,PA,Q044,FEMALE,17.7,16.4,19.1,6836
67183,3,46,PA,Q046,AGEYR5564,21.8,18.3,25.8,1379
67184,1,30,PA,Q047,AGEYR65PLUS,32.9,30.5,35.4,3136
67185,2,27,OWS,Q036,FEMALE,23.6,22.2,25.0,6334
67186,2,42,OWS,Q037,INC2535,37.3,33.8,40.9,2000
